152,561,0,4,0
194,505,0,-2,0
132,517,0,-2,0
157,543,0,-8,0
194,485,0,7,0
184,568,0,10,0
129,478,0,-9,0
171,468,0,10,0
153,572,0,2,0
88,548,0,3,0
68,576,0,-6,0
64,552,0,-10,0
153,429,0,-1,0
213,365,0,-8,0
0,506,0,0,0
104,657,0,4,0
237,627,0,2,0
271,339,0,-8,0
181,693,0,0,0
297,302,0,5,0
155,727,0,-5,0
291,612,0,0,0
21,686,0,-3,0
153,745,0,-3,0
237,652,0,2,0
82,792,0,6,0
252,236,0,-2,0
244,196,0,2,0
351,366,0,-7,0
316,167,0,6,0
137,727,0,9,0
7,804,0,-2,0
44,712,0,-1,0
181,735,0,2,0
333,315,0,-4,0
259,398,0,-6,0
336,192,0,8,0
217,330,0,8,0
400,243,0,4,0
223,129,0,5,0
63,806,0,-5,0
290,478,0,-3,0
176,199,0,9,0
332,90,0,-10,0
442,207,0,2,0
376,108,0,-6,0
282,52,0,7,0
516,222,0,0,1
443,80,0,-4,0
81,507,0,7,0
349,408,0,-3,0
312,571,0,6,0
346,0,0,-6,0
161,120,0,-3,0
176,782,0,9,0
523,87,0,-5,0
347,323,0,-2,0
71,429,0,-2,0
43,422,0,10,0
441,51,0,-4,0
