92,255,0,-9,0
129,230,0,-6,0
43,250,0,-7,0
57,209,0,-9,0
92,258,0,6,0
42,281,0,7,0
132,226,0,-9,0
167,299,0,2,0
141,193,0,-8,0
94,347,0,-9,0
52,273,0,-5,0
166,143,0,-1,0
143,416,0,8,0
154,481,0,0,0
132,480,0,-5,0
93,535,0,-3,0
219,436,0,-1,0
156,539,0,-5,0
112,589,0,-8,0
188,591,0,7,0
140,632,0,6,0
188,666,0,1,0
99,110,0,3,0
55,66,0,4,0
29,115,0,-6,0
3,92,0,-8,0
203,566,0,-10,0
181,149,0,3,0
217,749,0,-7,0
135,751,0,4,0
115,784,0,2,0
24,507,0,6,0
0,0,0,10,0
46,349,0,-8,0
87,864,0,-5,0
274,718,0,0,1
34,239,0,8,0
76,611,0,9,0
58,660,0,-5,0
21,528,0,8,0
