252,161,0,-10,0
238,139,0,-4,0
297,144,0,10,0
327,146,0,7,0
279,169,0,0,0
293,214,0,4,0
358,167,0,7,0
229,131,0,0,0
350,134,0,-2,0
276,66,0,-7,0
266,70,0,-6,0
177,82,0,1,0
203,92,0,0,1
266,286,0,0,0
279,308,0,8,0
262,373,0,5,0
291,319,0,-3,0
205,258,0,-7,0
340,375,0,-3,0
308,420,0,6,0
337,452,0,1,0
391,499,0,5,0
408,567,0,-6,0
414,567,0,8,0
394,623,0,-1,0
371,256,0,-7,0
407,403,0,4,0
191,220,0,2,0
285,484,0,4,0
125,179,0,7,0
200,392,0,6,0
159,353,0,-10,0
120,288,0,8,0
470,487,0,-6,0
153,93,0,-3,0
166,0,0,-3,0
320,564,0,-1,0
437,194,0,-7,0
83,303,0,-5,0
0,298,0,-6,0
