707,397,0,9,0
669,344,0,-3,0
687,400,0,-1,0
623,419,0,0,1
654,422,0,8,0
694,423,0,7,0
692,393,0,-2,0
736,364,0,6,0
718,419,0
639,469,0
618,426,0
668,319,0
745,336,0
597,530,0
588,530,0
623,525,0
541,495,0
525,486,0
593,594,0
502,545,0
506,470,0
648,574,0
448,485,0
422,445,0
449,447,0
444,360,0
703,548,0
719,576,0
759,518,0
728,516,0
486,372,0
799,590,0
519,375,0
372,508,0
541,324,0
810,503,0
568,317,0
546,257,0
383,341,0
284,503,0
309,375,0
273,419,0
220,443,0
196,420,0
492,257,0
858,549,0
885,595,0
157,431,0
893,471,0
471,231,0
333,300,0
173,359,0
264,301,0
99,309,0
75,306,0
84,295,0
262,219,0
222,167,0
192,188,0
798,301,0
683,642,0
125,463,0
465,166,0
516,129,0
585,131,0
663,96,0
679,69,0
396,235,0
0,347,0
567,669,0
795,669,0
717,0,0
644,240,0
519,42,0
274,513,0
181,345,0
502,571,0
483,608,0
172,437,0
425,537,0
