78,225,0,-4,0
85,268,0,4,0
12,251,0,8,0
27,223,0,-10,0
82,307,0,-7,0
109,275,0,7,0
58,179,0,0,0
153,238,0,3,0
0,264,0,1,0
171,311,0,-9,0
193,269,0,-10,0
266,256,0,3,0
115,130,0,2,0
321,207,0,6,0
399,206,0,-5,0
327,318,0,0,0
418,205,0,-3,0
272,163,0,7,0
464,278,0,-6,0
318,362,0,0,1
471,239,0,-9,0
293,401,0,6,0
89,50,0,7,0
553,278,0,0,0
547,323,0,6,0
22,0,0,-2,0
115,7,0,7,0
291,489,0,6,0
269,562,0,5,0
13,116,0,7,0
452,336,0,8,0
80,348,0,7,0
267,114,0,-4,0
296,259,0,-8,0
174,210,0,1,0
197,225,0,1,0
193,361,0,-3,0
220,290,0,3,0
364,474,0,7,0
336,144,0,-5,0
