396,405,0,-8,0
460,367,0,0,0
417,429,0,-3,0
408,364,0,3,0
372,420,0,7,0
480,371,0,0,1
365,352,0,-10,0
415,453,0,-4,0
369,326,0,-9,0
309,372,0,1,0
450,282,0,4,0
253,376,0,-9,0
391,523,0,-8,0
385,563,0,-8,0
391,634,0,3,0
313,529,0,-5,0
176,401,0,9,0
143,343,0,-3,0
306,561,0,5,0
252,301,0,-5,0
89,350,0,-4,0
408,227,0,-10,0
433,151,0,3,0
182,473,0,0,0
503,161,0,7,0
431,77,0,5,0
240,477,0,-4,0
348,221,0,-10,0
548,88,0,0,0
264,626,0,-10,0
561,0,0,-10,0
451,533,0,-4,0
471,522,0,-5,0
479,165,0,-3,0
516,210,0,-2,0
384,449,0,-7,0
34,378,0,-8,0
290,494,0,4,0
0,411,0,8,0
369,544,0,10,0
