203,304,0,-8,0
222,318,0,3,0
204,231,0,-5,0
175,305,0,-3,0
158,355,0,0,1
153,241,0,8,0
263,326,0,-2,0
98,296,0,8,0
178,253,0,1,0
213,145,0,3,0
45,260,0,4,0
308,402,0,-8,0
91,411,0,-7,0
265,474,0,-2,0
226,476,0,-7,0
139,129,0,9,0
254,432,0,1,0
105,93,0,9,0
255,124,0,0,0
341,498,0,-8,0
58,70,0,6,0
98,447,0,-7,0
67,124,0,7,0
138,526,0,-6,0
383,408,0,-2,0
460,432,0,7,0
421,344,0,9,0
378,561,0,-5,0
333,138,0,1,0
216,49,0,3,0
445,475,0,1,0
148,4,0,-8,0
360,434,0,2,0
97,183,0,7,0
187,232,0,-6,0
128,0,0,-5,0
241,433,0,6,0
126,304,0,9,0
0,120,0,8,0
255,459,0,-6,0
